X Curve1 
0.700116634368896 -14.2004327774048
0.82263708114624 -0.341158241033554
0.974328994750977 -12.707896232605
1.18436396121979 -18.5867214202881
1.31855309009552 -22.0128440856934
1.43523919582367 -24.7965698242188
1.62193691730499 -28.8650932312012
1.73278880119324 -31.006420135498
1.89031493663788 -34.004280090332
1.99533247947693 -31.2580013275146
2.10618424415588 -28.2226943969727
2.29288196563721 -23.0835094451904
