 (     284.373100      273.692200       21.824050)
 (     283.408000      258.060700       25.349730)
 (     282.981300      242.455600       29.092040)
 (     283.096300      226.894700       33.035560)
 (     283.755600      211.395300       37.163390)
 (     284.961100      195.974100       41.457270)
 (     286.713500      180.647100       45.897790)
 (     289.013200      165.429900       50.464420)
 (     291.859300      150.337300       55.135720)
 (     295.250200      135.383800       59.889570)
 (     299.183500      120.583000       64.703250)
 (     303.655900      105.948200       69.553710)
 (     308.663100       91.492100       74.417630)
 (     314.199800       77.227070       79.271550)
 (     320.260000       63.164960       84.092190)
 (     326.836400       49.317300       88.856630)
 (     333.920900       35.695290       93.542520)
 (     341.504300       22.309920       98.128390)
 (     349.576500        9.171907      102.593800)
 (     358.126200       -3.708230      106.919600)
 (     367.141200      -16.320190      111.087900)
 (     376.608600      -28.653870      115.082600)
 (     386.514200      -40.699390      118.889200)
 (     396.843500      -52.447170      122.495300)
 (     407.581000      -63.887890      125.889900)
 (     418.710800      -75.012600      129.064300)
 (     430.216500      -85.812700      132.011500)
 (     442.081300      -96.280060      134.726200)
 (     454.288300     -106.407000      137.205000)
 (     466.820400     -116.186300      139.445700)
 (     479.660600     -125.611400      141.447400)
 (     492.792000     -134.676200      143.210200)
 (     506.197700     -143.375300      144.734600)
 (     519.861200     -151.703800      146.021800)
 (     533.766100     -159.657400      147.073300)
 (     547.896300     -167.232500      147.890900)
 (     562.235800     -174.426200      148.476700)
 (     576.768900     -181.236100      148.833100)
 (     591.480300     -187.660500      148.962500)
 (     606.354800     -193.698300      148.867600)
 (     621.377500     -199.349100      148.551100)
 (     636.534000     -204.613200      148.015700)
 (     651.810000     -209.491300      147.264300)
 (     667.191500     -213.985200      146.299700)
 (     682.665000     -218.096900      145.124500)
 (     698.217300     -221.829500      143.741700)
 (     713.835500     -225.186500      142.153900)
 (     729.507100     -228.172200      140.363800)
 (     745.220200     -230.791600      138.374000)
 (     760.962900     -233.050400      136.187000)
 (     776.724200     -234.954800      133.805300)
 (     792.493500     -236.512100      131.231200)
 (     808.260500     -237.729800      128.467000)
 (     824.015600     -238.616100      125.515100)
 (     839.749600     -239.180000      122.377700)
 (     855.454100     -239.430800      119.056900)
 (     871.121200     -239.378300      115.555000)
 (     886.743400     -239.032600      111.874200)
 (     902.314100     -238.404100      108.016700)
 (     917.827300     -237.503500      103.984800)
 (     933.277300     -236.341400       99.780840)
 (     948.659100     -234.928600       95.407330)
 (     963.968600     -233.275800       90.866850)
 (     979.201700     -231.393300       86.162090)
 (     994.355200     -229.291400       81.295860)
 (    1009.426000     -226.979900       76.271130)
 (    1024.412000     -224.468500       71.090990)
 (    1039.312000     -221.766400       65.758640)
 (    1054.123000     -218.882300       60.277430)
 (    1068.844000     -215.824600       54.650780)
 (    1083.475000     -212.601300       48.882240)
 (    1098.015000     -209.219700       42.975430)
 (    1112.463000     -205.687100       36.934040)
 (    1126.820000     -202.010100       30.761800)
 (    1141.085000     -198.195100       24.462460)
 (    1155.259000     -194.248000       18.039850)
 (    1169.342000     -190.174500       11.497750)
 (    1183.335000     -185.979800        4.839942)
 (    1186.820000     -184.912900        3.157853)
 (    1187.690000     -184.645000        2.736244)
