 (     442.666600      686.356800      -26.371200)
 (     435.297900      672.094200      -26.317450)
 (     428.331900      657.632600      -26.083080)
 (     421.778100      642.983700      -25.665310)
 (     415.645200      628.160000      -25.061400)
 (     409.941800      613.174700      -24.268740)
 (     404.676100      598.041300      -23.284860)
 (     399.855500      582.773900      -22.107500)
 (     395.487500      567.387100      -20.734710)
 (     391.578700      551.896000      -19.164870)
 (     388.135400      536.316000      -17.396810)
 (     385.163500      520.663100      -15.429890)
 (     382.668300      504.953300      -13.264060)
 (     380.654700      489.203000      -10.899960)
 (     379.127100      473.428900       -8.339013)
 (     378.089400      457.647700       -5.583543)
 (     377.544900      441.876300       -2.636795)
 (     377.496600      426.131700    4.968654E-01)
 (     377.946900      410.430700        3.811895)
 (     378.897600      394.790000        7.301602)
 (     380.349800      379.226000       10.957940)
 (     382.304200      363.755000       14.771640)
 (     384.761000      348.393000       18.732170)
 (     387.719400      333.155200       22.827740)
 (     391.178100      318.056800       27.045450)
 (     395.135300      303.112200       31.371270)
 (     399.588200      288.335200       35.790250)
 (     404.533400      273.739200       40.286610)
 (     409.966800      259.337000       44.843980)
 (     415.883500      245.140700       49.445480)
 (     422.277600      231.161900       54.073990)
 (     429.142600      217.411500       58.712310)
 (     436.471300      203.900000       63.343330)
 (     444.255400      190.637300       67.950280)
 (     452.486000      177.632700       72.516810)
 (     461.153700      164.895200       77.027250)
 (     470.248000      152.433200       81.466750)
 (     479.757900      140.254700       85.821340)
 (     489.671900      128.367300       90.077940)
 (     499.978000      116.778100       94.224490)
 (     510.663600      105.494000       98.250150)
 (     521.715600       94.521450      102.145200)
 (     533.121000       83.866350      105.900900)
 (     544.866100       73.534380      109.509400)
 (     556.937300       63.530790      112.964000)
 (     569.320600       53.860410      116.258700)
 (     582.002300       44.527670      119.388700)
 (     594.968100       35.536540      122.349600)
 (     608.204100       26.890560      125.137900)
 (     621.696300       18.592810      127.751000)
 (     635.430800       10.645880      130.186600)
 (     649.393600        3.051852      132.443100)
 (     663.571100       -4.187682      134.519300)
 (     677.949500      -11.071690      136.414700)
 (     692.515600      -17.599670      138.128700)
 (     707.256000      -23.771720      139.661600)
 (     722.157700      -29.588530      141.013500)
 (     737.207900      -35.051400      142.185200)
 (     752.393900      -40.162310      143.177400)
 (     767.703800      -44.923890      143.990900)
 (     783.125300      -49.339500      144.627000)
 (     798.646900      -53.413200      145.086800)
 (     814.257300      -57.149830      145.371500)
 (     829.945400      -60.554970      145.482500)
 (     845.701000      -63.634990      145.421200)
 (     861.513800      -66.397060      145.188800)
 (     877.374300      -68.849110      144.786700)
 (     893.273300      -70.999820      144.216200)
 (     909.202200      -72.858600      143.478800)
 (     925.153100      -74.435490      142.575700)
 (     941.118200      -75.741160      141.508100)
 (     957.090800      -76.786730      140.277600)
 (     973.064500      -77.583720      138.885300)
 (     989.033400      -78.143960      137.332700)
 (    1004.992000      -78.479390      135.621300)
 (    1020.937000      -78.602010      133.752500)
 (    1036.863000      -78.523750      131.728000)
 (    1052.766000      -78.256330      129.549500)
 (    1068.644000      -77.811240      127.218800)
 (    1084.493000      -77.199550      124.737800)
 (    1100.312000      -76.431910      122.108700)
 (    1116.098000      -75.518490      119.333600)
 (    1131.850000      -74.468900      116.414700)
 (    1147.566000      -73.292220      113.354600)
 (    1163.244000      -71.996930      110.155600)
 (    1178.885000      -70.590950      106.820300)
 (    1194.487000      -69.081630      103.351400)
 (    1196.435000      -68.886050      102.908600)
 (    1196.922000      -68.836910      102.797500)
