 (     400.480000      600.445100      -30.830860)
 (     394.368700      585.610100      -30.289720)
 (     388.694600      570.611100      -29.546860)
 (     383.466100      555.462600      -28.599570)
 (     378.690900      540.179200      -27.445420)
 (     374.376800      524.776500      -26.082390)
 (     370.530500      509.270200      -24.508860)
 (     367.158800      493.676600      -22.723790)
 (     364.267700      478.012400      -20.726720)
 (     361.862900      462.294500      -18.518030)
 (     359.949600      446.540100      -16.098940)
 (     358.532400      430.766600      -13.471700)
 (     357.615600      414.991600      -10.639760)
 (     357.202700      399.232500       -7.607779)
 (     357.296800      383.506800       -4.381789)
 (     357.900500      367.831800   -9.692489E-01)
 (     359.015500      352.224800        2.620980)
 (     360.643200      336.702500        6.378564)
 (     362.784200      321.281200       10.291810)
 (     365.438300      305.977000       14.347660)
 (     368.604600      290.805300       18.531760)
 (     372.281600      275.781000       22.828620)
 (     376.467000      260.918500       27.221710)
 (     381.157700      246.231300       31.693650)
 (     386.349700      231.732600       36.226420)
 (     392.038100      217.434900       40.801500)
 (     398.217400      203.350100       45.400050)
 (     404.881100      189.489300       50.003190)
 (     412.021900      175.863400       54.592210)
 (     419.631500      162.482600       59.148750)
 (     427.701000      149.356600       63.655030)
 (     436.220400      136.494600       68.093960)
 (     445.179100      123.905400       72.449240)
 (     454.565700      111.597300       76.705620)
 (     464.368300       99.578290       80.849030)
 (     474.574200       87.855930       84.866710)
 (     485.170200       76.437390       88.747140)
 (     496.142700       65.329500       92.480080)
 (     507.477800       54.538700       96.056680)
 (     519.161100       44.071060       99.469330)
 (     531.178100       33.932250      102.711400)
 (     543.514500       24.127530      105.777300)
 (     556.155500       14.661740      108.662200)
 (     569.086400        5.539265      111.362300)
 (     582.292500       -3.235967      113.874500)
 (     595.759300      -11.660510      116.196400)
 (     609.472200      -19.731390      118.326100)
 (     623.416800      -27.446180      120.262600)
 (     637.578800      -34.802960      122.005100)
 (     651.944000      -41.800360      123.553300)
 (     666.498700      -48.437580      124.907400)
 (     681.228800      -54.714420      126.067700)
 (     696.121000      -60.631230      127.035100)
 (     711.162000      -66.189030      127.810400)
 (     726.338900      -71.389470      128.394800)
 (     741.638900      -76.234830      128.789700)
 (     757.049600      -80.728120      128.996500)
 (     772.559100      -84.872980      129.016700)
 (     788.155600      -88.673800      128.851900)
 (     803.828000      -92.135670      128.503900)
 (     819.565100      -95.264400      127.974200)
 (     835.356500      -98.066570      127.264600)
 (     851.192400     -100.549400      126.376800)
 (     867.063100     -102.720900      125.312500)
 (     882.959700     -104.589500      124.073300)
 (     898.873600     -106.164700      122.661000)
 (     914.796900     -107.456000      121.077100)
 (     930.722300     -108.473800      119.323300)
 (     946.642900     -109.228800      117.401500)
 (     962.552600     -109.731800      115.313100)
 (     978.445500     -109.994100      113.060200)
 (     994.316700     -110.026800      110.644300)
 (    1010.161000     -109.841300      108.067600)
 (    1025.976000     -109.448700      105.331900)
 (    1041.756000     -108.860000      102.439300)
 (    1057.499000     -108.085900       99.392010)
 (    1073.203000     -107.136800       96.192350)
 (    1088.864000     -106.022700       92.842700)
 (    1104.481000     -104.753100       89.345540)
 (    1120.052000     -103.337300       85.703460)
 (    1135.576000     -101.783800       81.919140)
 (    1151.052000     -100.100700       77.995330)
 (    1166.479000      -98.295750       73.934880)
 (    1181.857000      -96.376100       69.740660)
 (    1189.526000      -95.375370       67.594310)
 (    1193.356000      -94.865140       66.508990)
 (    1195.270000      -94.607600       65.963300)
 (    1195.510000      -94.575300       65.894960)
 (    1195.569000      -94.567210       65.877870)
 (    1195.599000      -94.563170       65.869320)
