 (     265.889500      541.206700       -4.116695)
 (     260.220900      526.307200       -2.225628)
 (     255.038200      511.268200   -6.354669E-02)
 (     250.349900      496.109900        2.374959)
 (     246.163500      480.852600        5.094473)
 (     242.486400      465.517700        8.098367)
 (     239.324900      450.126800       11.388690)
 (     236.684900      434.701700       14.966110)
 (     234.571400      419.264400       18.829680)
 (     232.988700      403.837200       22.976900)
 (     231.940600      388.442200       27.403580)
 (     231.429800      373.101100       32.103850)
 (     231.458600      357.835600       37.070160)
 (     232.028400      342.666700       42.293290)
 (     233.140000      327.614900       47.762370)
 (     234.793500      312.700200       53.464970)
 (     236.988200      297.941700       59.387110)
 (     239.723200      283.357800       65.513400)
 (     242.996500      268.966000       71.827140)
 (     246.805900      254.782900       78.310330)
 (     251.148400      240.824400       84.943860)
 (     256.020500      227.105100       91.707580)
 (     261.418100      213.639100       98.580440)
 (     267.336600      200.439500      105.540600)
 (     273.770700      187.518400      112.565600)
 (     280.714400      174.887200      119.632600)
 (     288.161100      162.556600      126.718300)
 (     296.103200      150.536500      133.799500)
 (     304.532700      138.836300      140.853300)
 (     313.440200      127.464900      147.856800)
 (     322.815700      116.430300      154.788100)
 (     332.648200      105.740500      161.625800)
 (     342.925700       95.402790      168.349700)
 (     353.635000       85.424040      174.940400)
 (     364.762400       75.810840      181.380300)
 (     376.293000       66.569430      187.653100)
 (     388.210800       57.705690      193.744400)
 (     400.499400       49.225220      199.641700)
 (     413.141600       41.133290      205.334000)
 (     426.119400       33.434830      210.812800)
 (     439.414500       26.134450      216.071300)
 (     453.008400       19.236410      221.104100)
 (     466.882400       12.744560      225.908000)
 (     481.017700        6.662374      230.480600)
 (     495.395800    9.929364E-01      234.820900)
 (     509.998200       -4.261088      238.928500)
 (     524.807100       -9.097449      242.803800)
 (     539.804600      -13.514310      246.447400)
 (     554.973600      -17.510250      249.860000)
 (     570.296900      -21.084240      253.043000)
 (     585.758100      -24.235700      255.997900)
 (     601.340900      -26.964400      258.726300)
 (     617.029200      -29.270540      261.230000)
 (     632.807700      -31.154700      263.511100)
 (     648.660900      -32.617880      265.571400)
 (     664.574300      -33.661500      267.412900)
 (     680.533100      -34.287360      269.037700)
 (     696.523100      -34.497730      270.447800)
 (     712.530600      -34.295310      271.645000)
 (     728.542100      -33.683340      272.631100)
 (     744.544600      -32.665560      273.407800)
 (     760.525000      -31.246340      273.976500)
 (     776.471500      -29.430700      274.338500)
 (     792.371900      -27.224450      274.494800)
 (     808.215000      -24.634190      274.446000)
 (     823.990000      -21.667580      274.192700)
 (     839.686900      -18.333280      273.735000)
 (     855.296100      -14.641270      273.072600)
 (     870.809300      -10.602910      272.205000)
 (     886.218800       -6.230977      271.131400)
 (     901.518200       -1.540003      269.850800)
 (     916.702600        3.454055      268.361900)
 (     931.767900        8.733701      266.663800)
 (     946.711700       14.280200      264.755600)
 (     961.532700       20.074010      262.636800)
 (     976.231100       26.095180      260.307300)
 (     990.807900       32.323790      257.767900)
 (    1005.265000       38.740420      255.019700)
 (    1019.604000       45.326410      252.064700)
 (    1033.829000       52.063960      248.905300)
 (    1047.943000       58.936610      245.544900)
 (    1061.949000       65.929020      241.987000)
 (    1075.852000       73.027150      238.235700)
 (    1089.653000       80.218430      234.295600)
 (    1103.358000       87.491450      230.171400)
 (    1116.969000       94.836120      225.868300)
 (    1130.490000      102.243600      221.391400)
 (    1143.924000      109.706200      216.745900)
 (    1157.273000      117.217100      211.937300)
 (    1170.539000      124.770700      206.970700)
 (    1183.726000      132.362000      201.851300)
 (    1190.290000      136.170500      199.235900)
 (    1191.928000      137.123900      198.576400)
 (    1192.338000      137.362300      198.411100)
 (    1192.440000      137.421900      198.369800)
 (    1192.466000      137.436800      198.359400)
 (    1192.479000      137.444300      198.354300)
