 (     207.355700       24.786840      129.089200)
 (     210.833600       10.127530      134.631200)
 (     214.864300       -4.390731      140.170000)
 (     219.444800      -18.755010      145.682900)
 (     224.571000      -32.952420      151.147300)
 (     230.238100      -46.970080      156.541200)
 (     236.440300      -60.795090      161.842700)
 (     243.170900      -74.414510      167.030600)
 (     250.422100      -87.815380      172.084400)
 (     258.185200     -100.984600      176.984500)
 (     266.450000     -113.909200      181.712200)
 (     275.205400     -126.576200      186.250000)
 (     284.439500     -138.972600      190.581800)
 (     294.138800     -151.085600      194.693200)
 (     304.288800     -162.902600      198.571000)
 (     314.874400     -174.411300      202.204300)
 (     325.879200     -185.599600      205.583600)
 (     337.286300     -196.456000      208.701500)
 (     349.077900     -206.969400      211.552700)
 (     361.236000     -217.129300      214.133500)
 (     373.742100     -226.925900      216.442100)
 (     386.577200     -236.350200      218.478700)
 (     399.722700     -245.393700      220.244400)
 (     413.159800     -254.048800      221.741900)
 (     426.869700     -262.308700      222.974900)
 (     440.834000     -270.167400      223.947400)
 (     455.034700     -277.619700      224.663600)
 (     469.453900     -284.661000      225.128100)
 (     484.074000     -291.287800      225.345100)
 (     498.878000     -297.496900      225.318800)
 (     513.848800     -303.285900      225.053300)
 (     528.970100     -308.653400      224.552600)
 (     544.225400     -313.598200      223.820700)
 (     559.598900     -318.120100      222.861300)
 (     575.075000     -322.219300      221.678100)
 (     590.638300     -325.896900      220.274500)
 (     606.274000     -329.154400      218.653900)
 (     621.967500     -331.994100      216.819500)
 (     637.704400     -334.418800      214.774400)
 (     653.471000     -336.432200      212.521500)
 (     669.253700     -338.038300      210.063400)
 (     685.039400     -339.242000      207.402800)
 (     700.815300     -340.049000      204.542200)
 (     716.569300     -340.465500      201.483700)
 (     732.289600     -340.498400      198.229500)
 (     747.964800     -340.155500      194.781700)
 (     763.584100     -339.445200      191.142000)
 (     779.137600     -338.376500      187.312300)
 (     794.615500     -336.959200      183.294300)
 (     810.008900     -335.203700      179.089400)
 (     825.309600     -333.121000      174.699400)
 (     840.509900     -330.722400      170.125800)
 (     855.603000     -328.019600      165.370400)
 (     870.582800     -325.024800      160.434800)
 (     885.443800     -321.750200      155.321000)
 (     900.181200     -318.208100      150.031100)
 (     914.791000     -314.410500      144.567300)
 (     929.270000     -310.369400      138.932100)
 (     943.615100     -306.096400      133.128200)
 (     957.824100     -301.602700      127.158700)
 (     971.895300     -296.899000      121.026800)
 (     985.827500     -291.995500      114.736000)
 (     999.619800     -286.901700      108.290000)
 (    1013.272000     -281.626600      101.692700)
 (    1026.783000     -276.178600       94.948340)
 (    1040.154000     -270.565500       88.061080)
 (    1053.385000     -264.794500       81.035420)
 (    1066.477000     -258.872300       73.875900)
 (    1079.431000     -252.804800       66.587160)
 (    1092.246000     -246.598000       59.173890)
 (    1104.926000     -240.256800       51.640860)
 (    1117.470000     -233.786200       43.992830)
 (    1129.882000     -227.190600       36.234550)
 (    1142.161000     -220.474100       28.370770)
 (    1154.310000     -213.640500       20.406150)
 (    1166.330000     -206.693600       12.345360)
 (    1178.224000     -199.636700        4.192926)
 (    1184.125000     -196.068100    8.374099E-02)
 (    1185.595000     -195.171800   -9.468964E-01)
 (    1186.329000     -194.723000       -1.462710)
 (    1186.513000     -194.610800       -1.591715)
